2456895.90354	679042175.667	27539.7037471	0
2456895.94159	678215074.166	27540.646281	0
2456895.94514	678409734.535	27541.0735312	0
2456895.94868	678603790.531	27541.1457876	0
2456895.95222	678696180.833	27541.2264333	0
2456895.95576	678705321.215	27541.171506	0
2456895.9593	678794963.599	27541.1843038	0
2456895.96284	678767032.492	27541.0093368	0
2456895.96639	678786793.239	27540.4766821	0
2456895.96993	678812090.233	27540.2687091	0
2456896.00799	677943210.194	27540.9842887	0
2456896.01154	678173910.448	27541.4778116	0
2456896.01508	678373247.736	27541.5359725	0
2456896.01862	678455233.552	27541.5970794	0
2456896.02216	678520976.14	27541.4115221	0
2456896.0257	678616014.549	27541.3394616	0
2456896.02924	678572857.558	27541.3717528	0
2456896.03279	678647931.998	27540.8487537	0
2456896.03633	678604099.902	27540.5545862	0
2456896.07438	677867239.044	27541.3065124	0
2456896.07793	678050270.422	27541.6941337	0
2456896.08147	678210420.378	27541.8776627	0
2456896.08501	678186608.79	27541.9741498	0
2456896.08855	678294243.743	27541.7313524	0
2456896.09209	678358802.094	27541.7808859	0
2456896.09563	678412400.262	27541.4976884	0
2456896.09918	678415766.516	27541.2679857	0
2456896.10272	677164800.308	27540.7779927	0
2456896.14078	670846513.603	27541.4645103	0
2456896.14433	671099256.316	27541.8143285	0
2456896.14787	671176767.703	27542.0849739	0
2456896.15141	671247129.781	27542.0145311	0
2456896.15495	671337977.093	27541.8968178	0
2456896.15849	671440419.411	27541.7828538	0
2456896.16203	671551855.69	27541.8678493	0
2456896.16558	671633424.592	27541.1121378	0
2456896.16912	671759944.132	27541.0975153	0
2456896.20717	677772515.899	27541.682524	0
2456896.21071	677983478.78	27542.1218573	0
2456896.21426	678180327.046	27542.225687	0
2456896.2178	678241672.403	27542.5119138	0
2456896.22134	678333904.202	27542.3662022	0
2456896.22488	678387656.246	27542.1976948	0
2456896.22842	678421618.019	27542.3301891	0
2456896.23196	678485799.267	27541.506349	0
2456896.23551	678470933.345	27541.2196847	0
2456896.27357	677936730.215	27541.8560688	0
2456896.27712	678129058.221	27542.2191007	0
2456896.28066	678375769.459	27542.5149057	0
2456896.2842	678469262.951	27542.4090825	0
2456896.28774	678556961.056	27542.5575635	0
2456896.29128	678564872.407	27542.5007387	0
2456896.29482	678606727.653	27542.6424962	0
2456896.29837	678703259.874	27541.8104458	0
2456896.30191	678726000.222	27541.5455756	0
2456896.36347	677854127.431	27541.829965	0
2456896.36701	678302383.761	27541.4690797	0
2456896.37055	678497181.603	27541.0621459	0
2456896.41133	678084335.608	27542.3390801	0
2456896.41487	678360271.244	27542.5185591	0
2456896.41841	678537843.56	27542.2631867	0
2456896.42195	678666385.051	27542.2602896	0
2456896.42549	678752023.406	27542.2365665	0
2456896.42904	678872438.999	27541.8002129	0
2456896.43258	678941593.394	27541.4287925	0
2456896.43612	678968969.455	27541.2278669	0
2456896.43966	679047204.0	27540.7718904	0
2456896.47868	678340044.393	27542.323678	0
2456896.48222	678611037.981	27542.1470707	0
2456896.48576	678740629.204	27542.0859825	0
2456896.4893	678878288.568	27542.1182463	0
2456896.49284	678885149.084	27542.0051894	0
2456896.49639	679046347.91	27541.7985148	0
2456896.49993	679091138.721	27541.2933478	0
2456896.50347	679080588.056	27541.8626673	0
2456896.50701	679147932.929	27540.9375961	0
2456896.54414	678461670.24	27542.2935672	0
2456896.54768	678723259.519	27542.1535777	0
2456896.55122	678830777.853	27542.1764374	0
2456896.55477	678986039.25	27542.01363	0
2456896.55831	678992106.582	27541.9754699	0
2456896.56185	679061575.701	27541.717654	0
2456896.56539	679086885.908	27541.1507238	0
2456896.56893	679190880.895	27540.7417988	0
2456896.57247	679045131.253	27540.6833357	0
2456896.60556	677813402.417	27541.6058315	0
2456896.60911	678048371.288	27542.1286578	0
2456896.61265	678166913.361	27542.2737286	0
2456896.61619	678266095.168	27542.1099627	0
2456896.61973	678320905.689	27541.9098475	0
2456896.62327	678318480.223	27542.1754751	0
2456896.62681	678419982.869	27542.0764775	0
2456896.63036	678450289.374	27541.3397577	0
2456896.6339	678578833.595	27540.949435	0
2456896.67195	678413884.801	27541.5900386	0
2456896.67549	678675802.582	27542.0674543	0
2456896.67904	678814207.264	27542.2224264	0
2456896.68258	678937621.37	27542.3532423	0
2456896.68612	679020087.459	27542.2292982	0
2456896.68966	679037267.467	27542.1258286	0
2456896.6932	679057514.036	27542.251531	0
2456896.69674	679097629.774	27541.4239535	0
2456896.70029	679112097.589	27541.1120351	0
2456895.48533	668261537.954	28747.7904527	1
2456895.48887	673234050.489	28747.4093221	1
2456895.49242	675293158.528	28747.0509268	1
2456895.49596	676441497.946	28746.8564089	1
2456895.4995	677138538.667	28746.665364	1
2456895.50304	677643711.226	28746.2630914	1
2456895.50658	677994752.109	28745.8107136	1
2456895.51012	678300855.55	28745.2023115	1
2456895.51367	678516947.581	28745.1179588	1
2456895.54884	677313536.85	28747.2032111	1
2456895.55238	677953380.491	28747.1647637	1
2456895.55592	678225811.773	28747.1028359	1
2456895.55946	678482433.203	28747.0317566	1
2456895.56301	678519015.846	28746.7980774	1
2456895.56655	678695717.468	28746.6904767	1
2456895.57009	678749264.427	28745.8022663	1
2456895.57363	678795814.504	28745.7066268	1
2456895.57717	678814528.535	28745.4806443	1
2456895.60786	677959584.077	28745.8270632	1
2456895.6114	678270321.522	28746.6308483	1
2456895.61494	678466553.842	28746.9618936	1
2456895.61848	678631440.437	28746.8903861	1
2456895.62202	678664567.606	28747.1990049	1
2456895.62556	678734005.687	28746.7815746	1
2456895.62911	678710072.86	28746.8573592	1
2456895.63265	678606172.398	28746.4793125	1
2456895.63619	678256173.194	28746.0172698	1
2456895.67424	677022917.063	28745.4226165	1
2456895.67779	677414421.029	28746.8993377	1
2456895.68133	677647751.361	28747.3117209	1
2456895.68487	677787273.57	28747.3133069	1
2456895.68841	677866267.647	28747.3837989	1
2456895.69195	677885152.698	28747.1598145	1
2456895.69549	677965588.459	28747.1028842	1
2456895.69904	677921199.083	28746.9238594	1
2456895.70258	677953764.724	28746.1581428	1
2456895.74065	677552170.101	28745.9433875	1
2456895.74419	678008606.095	28747.6370485	1
2456895.74773	678221330.009	28747.7041104	1
2456895.75127	678328997.579	28747.4679543	1
2456895.75481	678414430.59	28747.6621731	1
2456895.75835	678449262.521	28747.5954345	1
2456895.7619	678505995.676	28747.5893073	1
2456895.76544	678519002.259	28747.1487519	1
2456895.76898	678547807.359	28746.7249913	1
2456895.80703	677523795.875	28746.1293343	1
2456895.81058	677935543.766	28747.4795311	1
2456895.81412	678131059.218	28747.8666259	1
2456895.81766	678229002.366	28747.948006	1
2456895.8212	678242757.734	28748.2861547	1
2456895.82474	678378524.365	28747.820186	1
2456895.82828	678404309.576	28747.8757159	1
2456895.83183	678438174.446	28747.5251073	1
2456895.83537	678419640.178	28747.0372465	1
2456895.87343	677325659.017	28746.4675153	1
2456895.87698	677761960.537	28747.9397321	1
2456895.88052	677978649.236	28748.1815278	1
2456895.88406	678045436.698	28748.4390014	1
2456895.8876	678086213.591	28748.347584	1
2456895.89114	678168045.24	28748.0220818	1
2456895.89468	678233552.003	28748.3662507	1
2456895.89823	678247480.918	28747.8197914	1
2456895.90177	678321298.628	28747.4636275	1
2456895.93982	677141146.285	28746.8553162	1
2456895.94337	677568389.377	28748.592406	1
2456895.94691	677711481.366	28748.7312886	1
2456895.95045	677895502.746	28748.7508321	1
2456895.95399	677915835.893	28748.7686405	1
2456895.95753	677996863.018	28748.4306337	1
2456895.96107	677999311.179	28748.6453874	1
2456895.96462	678040510.995	28748.0857323	1
2456895.96816	678063907.776	28747.8568257	1
2456896.00622	676889222.571	28747.4883105	1
2456896.00977	677341628.698	28748.7968219	1
2456896.01331	677503625.877	28749.1906141	1
2456896.01685	677676245.942	28749.1053034	1
2456896.02039	677715865.511	28749.3111088	1
2456896.02393	677783421.985	28749.0603955	1
2456896.02747	677727474.207	28749.0364066	1
2456896.03102	677763886.958	28748.7912297	1
2456896.03456	677892394.223	28748.1664164	1
2456896.07261	676662719.687	28747.5021643	1
2456896.07615	677125769.146	28749.0978165	1
2456896.0797	677294086.053	28749.5281298	1
2456896.08324	677466126.199	28749.4843424	1
2456896.08678	677530140.705	28749.7385088	1
2456896.09032	677559296.326	28749.6858225	1
2456896.09386	677621669.283	28749.3162149	1
2456896.0974	677630155.392	28748.932476	1
2456896.10095	677437890.752	28748.7650923	1
2456896.13901	669743681.739	28748.251708	1
2456896.14256	670168437.909	28749.2749254	1
2456896.1461	670284895.101	28749.3241167	1
2456896.14964	670432797.341	28749.7406268	1
2456896.15318	670573065.569	28749.9775489	1
2456896.15672	670682932.828	28749.5220817	1
2456896.16026	670740967.811	28749.519128	1
2456896.16381	670824338.488	28749.3791142	1
2456896.16735	670965766.653	28748.6640339	1
2456896.2054	676715500.188	28748.1932483	1
2456896.20894	677071179.15	28749.4087567	1
2456896.21249	677313746.777	28749.6415221	1
2456896.21603	677466226.599	28749.9863686	1
2456896.21957	677495500.213	28749.9914782	1
2456896.22311	677559415.735	28749.9498258	1
2456896.22665	677626127.435	28749.6061329	1
2456896.23019	677716571.115	28749.3402839	1
2456896.23374	677722969.534	28748.9414015	1
2456896.2718	676767591.435	28748.4619856	1
2456896.27534	677255054.222	28749.3324563	1
2456896.27889	677490737.901	28750.1983409	1
2456896.28243	677589957.533	28750.0742962	1
2456896.28597	677704637.262	28750.2258659	1
2456896.28951	677783549.678	28750.2384169	1
2456896.29305	677854038.573	28750.0854919	1
2456896.29659	677885111.892	28749.8490901	1
2456896.30014	677928802.213	28749.1551147	1
2456896.3617	676534797.183	28749.2877433	1
2456896.36524	677298727.77	28749.0923394	1
2456896.36878	677559843.058	28748.4303044	1
2456896.40956	676798417.747	28749.6036979	1
2456896.4131	677438791.441	28749.8194975	1
2456896.41664	677678184.431	28749.8735046	1
2456896.42018	677848920.587	28750.0230104	1
2456896.42372	677988320.427	28749.6294578	1
2456896.42727	678107882.173	28749.71472	1
2456896.43081	678083517.397	28749.1757408	1
2456896.43435	678151943.69	28749.1025334	1
2456896.43789	678222188.828	28748.3414067	1
2456896.47691	677172294.12	28749.4931276	1
2456896.48045	677701275.35	28749.5863666	1
2456896.48399	677953594.493	28749.8553274	1
2456896.48753	678008080.32	28749.764822	1
2456896.49107	678142408.491	28749.6474874	1
2456896.49462	678199786.692	28749.7737202	1
2456896.49816	678275377.103	28748.8080498	1
2456896.5017	678290506.901	28748.7020676	1
2456896.50524	678410853.17	28748.5037206	1
2456896.54237	677332778.241	28749.3818157	1
2456896.54591	677780551.831	28749.8742492	1
2456896.54945	677994890.898	28749.647445	1
2456896.55299	678127147.407	28749.563856	1
2456896.55654	678167746.27	28749.2132767	1
2456896.56008	678299513.277	28749.4648452	1
2456896.56362	678353504.685	28748.7677354	1
2456896.56716	678393488.988	28748.1262916	1
2456896.5707	678423014.758	28748.1958847	1
2456896.60379	676774052.589	28748.0443727	1
2456896.60734	677178742.613	28749.1774928	1
2456896.61088	677321462.082	28749.6700229	1
2456896.61442	677449390.343	28749.7157037	1
2456896.61796	677524378.043	28749.5998995	1
2456896.6215	677486746.408	28749.5211159	1
2456896.62504	677582418.838	28749.558199	1
2456896.62859	677583756.869	28749.2566235	1
2456896.63213	677649763.703	28748.7861386	1
2456896.67018	677255917.171	28747.9899169	1
2456896.67372	677778399.975	28749.2863367	1
2456896.67727	677949712.3	28749.7042594	1
2456896.68081	678108258.093	28749.6427003	1
2456896.68435	678188788.877	28749.5489718	1
2456896.68789	678201021.354	28749.6945564	1
2456896.69143	678284931.2	28749.5005166	1
2456896.69497	678273827.023	28749.3826713	1
2456896.69852	678412897.484	28748.7681187	1
