2456895.4871	672770009.832	27540.2185883	0
2456895.49065	675621567.806	27547.0179655	0
2456895.49419	676982404.006	27546.472929	0
2456895.49773	677740949.352	27546.5525968	0
2456895.50127	678352290.745	27546.041471	0
2456895.50481	678730731.338	27545.7218451	0
2456895.50835	678990220.626	27545.3978012	0
2456895.5119	679242862.039	27545.2272991	0
2456895.55061	678564236.054	27539.7883675	0
2456895.55415	678883520.165	27539.6419607	0
2456895.55769	679162290.617	27539.5638405	0
2456895.56124	679274895.36	27546.6078607	0
2456895.56478	679429488.635	27546.3737662	0
2456895.56832	679518006.574	27545.8044539	0
2456895.57186	679595318.03	27545.5179749	0
2456895.5754	679561738.941	27544.5177032	0
2456895.57894	679594713.012	27545.2321752	0
2456895.60963	678987834.425	27539.2318077	0
2456895.61317	679198944.248	27539.4886997	0
2456895.61671	679294329.058	27539.6233674	0
2456895.62025	679456472.184	27539.8691522	0
2456895.62379	679439359.748	27539.2279921	0
2456895.62734	679430695.615	27546.6463488	0
2456895.63088	679428363.594	27546.5698778	0
2456895.63442	679113648.715	27545.9763237	0
2456895.63796	678890332.821	27545.7603348	0
2456895.67602	678071452.732	27539.3794234	0
2456895.67956	678312161.529	27539.7849877	0
2456895.6831	678461461.478	27539.7168683	0
2456895.68664	678566694.127	27540.0626178	0
2456895.69018	678614495.477	27539.8984788	0
2456895.69372	678702472.206	27539.6986717	0
2456895.69727	678678392.896	27539.6154447	0
2456895.70081	678622471.961	27539.1675848	0
2456895.70435	678724841.061	27545.7585579	0
2456895.74242	678599047.202	27539.6587585	0
2456895.74596	678882420.867	27539.8926498	0
2456895.7495	679007769.701	27540.0239964	0
2456895.75304	679140309.71	27540.0594349	0
2456895.75658	679153956.24	27539.9457889	0
2456895.76012	679216043.872	27540.3286733	0
2456895.76367	679229105.708	27539.9711936	0
2456895.76721	679329092.74	27539.6470875	0
2456895.77075	679343191.817	27546.1164455	0
2456895.80881	678531320.386	27539.760813	0
2456895.81235	678762825.586	27540.3447749	0
2456895.81589	678896640.337	27540.4293514	0
2456895.81943	679033743.208	27540.5442891	0
2456895.82297	679050132.531	27540.6167784	0
2456895.82651	679106765.794	27540.3539985	0
2456895.83006	679134763.972	27540.3925421	0
2456895.8336	679216195.09	27546.7888203	0
2456895.83714	679177968.666	27546.4352532	0
2456895.87521	678400383.402	27540.2840538	0
2456895.87875	678637178.121	27540.6815254	0
2456895.88229	678773365.494	27540.9501795	0
2456895.88583	678864721.149	27540.7639261	0
2456895.88937	678889658.804	27540.9412377	0
2456895.89291	678948705.351	27540.7901096	0
2456895.89646	678968968.748	27540.4893158	0
2456895.9	679019113.955	27540.0009536	0
